No,Web Site,Website IP Address,Web Hosting Company / IP Owner,Web Hosting / Server IP Location,Web Hosting City,World Site Popular Rating,Category (Coma seperated),Tags,Contact Email (Coma seperated),SIte Name,Meta Desctiption of Site,Website Screenshot URL (1280X888)
8322,b-quiet.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 817,210",,,,,,
8323,b-theck.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 817,211",,,,,,
8324,baaby.com.au,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 817,237",,,,,,
8325,babsupplies.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 817,259",,,,,,
8326,babybeardclub.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 817,263","Baby Products,",,,,,
8327,babybearoutfitters.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 817,264","Baby Products,",,,,,
8328,babyfans.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 817,274","Baby Products,",,,,,
8329,babyhooter.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 817,278","Baby Products,",,,,,
8330,babylon.la,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 817,279","Baby Products,",,,,,
8331,babylovessleep.com.au,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 817,282","Sleep & Bedding,",,,,,
8332,babymantra.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 817,283","Baby Products,",,,,,
8333,bachelorette.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 817,311",,,,,,
8334,bachelorettesuperstore.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 817,312",,,,,,
8335,backbeatrags.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 817,319",,,,,,
8336,backtotheroots.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 817,357",,,,,,
8337,backup-camera.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 817,358",,,,,,
8338,badassbeardclub.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 817,380",,,,,,
8339,badskulls.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 817,409",,,,,,
8340,bag-all.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 817,416",,,,,,
8341,bakedwc.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 817,477",,,,,,
8342,ballisticfabrication.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 817,575",,,,,,
8343,bambuhome.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 817,636","Home & Garden,",,,,,
8344,bamfmoto.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 817,640",,,,,,
8345,baptisteyoga.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 817,787",,,,,,
8346,barbadosleather.net,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 817,802",,,,,,
8347,barndoorboutique.shop,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 817,895","Womens Clothing, Mens Clothing, Watches, Jewellery,",,,,,
8348,baseperformance.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 817,989",,,,,,
8349,bashpartygoods.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 817,996",,,,,,
8350,batband.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 818,030",,,,,,
8351,batcitydesigns.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 818,034",,,,,,
8352,bathorium.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 818,040",,,,,,
8353,batteryhookup.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 818,057",,,,,,
8354,baublesbyb.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 818,071",,,,,,
8355,bavella-boutique.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 818,083",,,,,,
8356,bayouwithlove.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 818,133",,,,,,
8357,bbqsandgrills.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 818,192",,,,,,
8358,bcracingcoilovers.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 818,255",,,,,,
8359,beanbone.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 818,351",,,,,,
8360,beatsngadgets.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 818,406",,,,,,
8361,beaumade.co,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 818,414",,,,,,
8362,beautifultaiwantea.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 818,427","Beauty,",,,,,
8363,beauty-wig.net,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 818,431","Beauty,",,,,,
8364,beautyforreal.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 818,444","Beauty,",,,,,
8365,beautypom.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 818,450","Beauty,",,,,,
8366,beckworthandco.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 818,491",,,,,,
8367,beckysblissfulbakery.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 818,493",,,,,,
8368,bedrockjewelry.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 818,517","Sleep & Bedding,",,,,,
8369,beerbreathco.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 818,555",,,,,,
8370,bellabraidedwigs.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 818,637","Womens Clothing, Watches, Jewellery, Shoes,",,,,,
8371,bellmountainnaturals.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 818,684",,,,,,
8372,belviaggiodesigns.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 818,716",,,,,,
8373,benchmarkmedia.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 818,732",,,,,,
8374,bengarelick.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 818,770",,,,,,
8375,benhogangolf.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 818,774",,,,,,
8376,bennettfinejewelry.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 818,797",,,,,,
8377,benturo.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 818,828",,,,,,
8378,bergbergstore.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 818,852",,,,,,
8379,bergjewelers.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 818,858",,,,,,
8380,besocialscene.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 818,926",,,,,,
8381,best4.pet,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 818,937",,,,,,
8382,bestdress1.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 818,984",,,,,,
8383,besthobbypages.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 819,010",,,,,,
8384,besynchro.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 819,115",,,,,,
8385,betancourtnutrition.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 819,121",,,,,,
8386,bethennyscause.org,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 819,137",,,,,,
8387,betterjewelry.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 819,181",,,,,,
8388,beveragesdirect.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 819,211",,,,,,
8389,beverlyhillsmotoring.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 819,219",,,,,,
8390,bewellcompany.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 819,230",,,,,,
8391,bhmedwear.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 819,331",,,,,,
8392,biconi.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 819,393",,,,,,
8393,big-bot.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 819,428",,,,,,
8394,bigdogsfantasy.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 819,470",,,,,,
8395,bighammerwines.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 819,503",,,,,,
8396,bigkitchenshop.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 819,518","Womens Clothing, Mens Clothing, Watches, Jewellery,",,,,,
8397,bigpopshop.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 819,531","Womens Clothing, Mens Clothing, Watches, Jewellery,",,,,,
8398,bigrcorals.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 819,532",,,,,,
8399,bigtalljapan.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 819,565",,,,,,
8400,bikefit.co.nz,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 819,593",,,,,,
8401,bikepretty.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 819,606",,,,,,
8402,bikesandbeardsgear.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 819,612",,,,,,
8403,bikeswift.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 819,616",,,,,,
8404,billiardsboutique.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 819,659",,,,,,
8405,billionairebeauties.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 819,662","Beauty,",,,,,
8406,billyjealousy.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 819,685",,,,,,
8407,bindlewood.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 819,706",,,,,,
8408,bioennopower.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 819,751",,,,,,
8409,biohmhealth.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 819,763",,,,,,
8410,biotrustnutrition.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 819,813",,,,,,
8411,birdejuice.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 819,836",,,,,,
8412,birdling.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 819,837",,,,,,
8413,biscotteyarns.ca,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 819,870",,,,,,
8414,bixlers1785.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 819,961",,,,,,
8415,bjwtshop.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 820,017","Womens Clothing, Mens Clothing, Watches, Jewellery,",,,,,
8416,blackbarnshop.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 820,043","Womens Clothing, Mens Clothing, Watches, Jewellery,",,,,,
8417,blackmarketlabs.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 820,117",,,,,,
8418,blackpr.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 820,130",,,,,,
8419,blackrockog.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 820,135",,,,,,
8420,blacksheepsportinggoods.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 820,145",,,,,,
8421,blade-city.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 820,168",,,,,,
8422,blakesseedbased.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 820,181",,,,,,
8423,blantonsbourbon.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 820,194",,,,,,
8424,blingaphone.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 820,250","Phones & Accessories,",,,,,
8425,blissboutiques.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 820,262",,,,,,
8426,blizzardpro.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 820,280",,,,,,
8427,bluegraygalshop.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 820,473","Womens Clothing, Mens Clothing, Watches, Jewellery,",,,,,
8428,bluepenguin.graphics,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 820,520",,,,,,
8429,blueridgehempco.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 820,546",,,,,,
8430,blueskycycling.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 820,564",,,,,,
8431,bluestonegarden.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 820,584","Home & Garden,",,,,,
8432,bncpet.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 820,694",,,,,,
8433,boardblazers.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 820,711",,,,,,
8434,boardinary.co.uk,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 820,714",,,,,,
8435,boardingpassnyc.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 820,715",,,,,,
8436,boarsallday.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 820,723",,,,,,
8437,boausa.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 820,736",,,,,,
8438,bobswellbread.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 820,781",,,,,,
8439,bodegaliquidation.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 820,800",,,,,,
8440,bodhileafcoffee.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 820,803",,,,,,
8441,bodybybellabarbies.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 820,819",,,,,,
8442,bodycinchers.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 820,821",,,,,,
8443,bodycompleterx.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 820,822",,,,,,
8444,boekiewoekie.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 820,846",,,,,,
8445,boldbeanies.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 820,881",,,,,,
8446,boldbrew.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 820,882",,,,,,
8447,boldenusa.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 820,884",,,,,,
8448,bombertactical.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 820,914",,,,,,
8449,bonblissity.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 820,924",,,,,,
8450,bongoflashers.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 820,947",,,,,,
8451,bonnieclyde.la,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 820,961",,,,,,
8452,bonpride.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 820,968",,,,,,
8453,boostautoparts.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 821,057",,,,,,
8454,bootstees.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 821,077",,,,,,
8455,borealstore.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 821,100",,,,,,
8456,bornprimitive.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 821,110",,,,,,
8457,botanicorganic.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 821,175",,,,,,
8458,botkier.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 821,182",,,,,,
8459,bowenoutdoors.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 821,256",,,,,,
8460,boydsphila.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 821,305",,,,,,
8461,brainforza.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 821,405","Womens Clothing, Watches, Jewellery, Shoes,",,,,,
8462,brakfast.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 821,434","Womens Clothing, Watches, Jewellery, Shoes,",,,,,
8463,bramisnacks.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 821,438","Womens Clothing, Watches, Jewellery, Shoes,",,,,,
8464,breakingt.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 821,595",,,,,,
8465,brevite.co,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 821,692",,,,,,
8466,bridgecomsystems.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 821,779",,,,,,
8467,brighttherapy.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 821,856",,,,,,
8468,briping.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 821,891",,,,,,
8469,briscobaby.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 821,894","Baby Products,",,,,,
8470,bristolwatchcompany.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 821,902","Watches,",,,,,
8471,brixtonbaker.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 821,923",,,,,,
8472,brklnbloke.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 821,925",,,,,,
8473,brmcstore.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 821,927",,,,,,
8474,brokefuturist.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 821,984",,,,,,
8475,brokenspokebikes.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 821,993",,,,,,
8476,brokersofhemp.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 821,998",,,,,,
8477,brooklyncloth.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 822,042","Womens Clothing, Mens Clothing, Watches, Jewellery,",,,,,
8478,brothersleathersupply.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 822,086",,,,,,
8479,brothervellies.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 822,089",,,,,,
8480,browninglifestyle.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 822,111",,,,,,
8481,bruntmor.co,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 822,155",,,,,,
8482,bucketball.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 822,280",,,,,,
8483,buckyballsstore.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 822,309",,,,,,
8484,budbuddy.co.nz,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 822,313",,,,,,
8485,buddhaful.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 822,318",,,,,,
8486,buddhamood.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 822,319",,,,,,
8487,budredlights.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 822,346",,,,,,
8488,bullfroghollowvintage.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 822,465",,,,,,
8489,bunkerkings.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 822,501",,,,,,
8490,burgerz.jp,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 822,535","Food & Drink,",,,,,
8491,burkiebelles.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 822,544",,,,,,
8492,burntimpressions.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 822,578",,,,,,
8493,butiyoga.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 822,683",,,,,,
8494,buy4julius.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 822,715",,,,,,
8495,buybulk.ie,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 822,726",,,,,,
8496,buyfitnation.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 822,738",,,,,,
8497,buynutrislicer.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 822,767",,,,,,
8498,buynutsacks.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 822,768",,,,,,
8499,buytruckwheels.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 822,785",,,,,,
8500,c2cfabrication.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 822,901",,,,,,
8501,cabbagepatchkids.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 822,929",,,,,,
8502,cables11.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 822,950",,,,,,
8503,calisjs.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 823,188",,,,,,
8504,callistopublishersclub.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 823,227",,,,,,
8505,caltexrecords.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 823,265",,,,,,
8506,cancerwellnessexpo.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 823,502",,,,,,
8507,candyebookshop.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 823,535","Womens Clothing, Mens Clothing, Watches, Jewellery,",,,,,
8508,candywithatwist.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 823,540",,,,,,
8509,cannaeprogear.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 823,575",,,,,,
8510,cannuka.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 823,592",,,,,,
8511,canyoncoolers.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 823,646",,,,,,
8512,capehorn-illustration.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 823,674",,,,,,
8513,capitel.com.au,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 823,721",,,,,,
8514,capsulehome.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 823,764","Home & Garden,",,,,,
8515,capsuljewelry.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 823,765",,,,,,
8516,captainfin.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 823,769",,,,,,
8517,captiveisopoda.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 823,783",,,,,,
8518,carat-rings.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 823,804","Other,",,,,,
8519,carbontactics.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 823,830","Other,",,,,,
8520,cardandpartygiant.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 823,843","Other,",,,,,
8521,cardboardandcoins.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 823,845","Other,",,,,,
8522,cardinalofcanada.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 823,859","Other,",,,,,
8523,carepointresources.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 823,928","Other,",,,,,
8524,cargadgets.ca,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 823,938","Other,",,,,,
8525,carlightingdistrict.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 823,966","Other,",,,,,
8526,carnivalsource.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 824,011","Other,",,,,,
8527,carolinadetailsupply.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 824,027","Other,",,,,,
8528,carolineconstas.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 824,047","Other,",,,,,
8529,carolinewalls.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 824,051","Other,",,,,,
8530,carpenterwatches.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 824,069","Watches,",,,,,
8531,carryyourom.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 824,108","Other,",,,,,
8532,carvedesigns.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 824,168","Other,",,,,,
8533,carveture.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 824,172","Other,",,,,,
8534,casamspice.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 824,200",,,,,,
8535,caseelegance.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 824,231",,,,,,
8536,casepearl.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 824,234",,,,,,
8537,cashandcoshop.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 824,244","Womens Clothing, Mens Clothing, Watches, Jewellery,",,,,,
8538,cassandraskitchen.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 824,284",,,,,,
8539,cassiescorneronline.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 824,299",,,,,,
8540,cateandchloe.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 824,390",,,,,,
8541,catholicproductions.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 824,417",,,,,,
8542,cavitycolors.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 824,470",,,,,,
8543,cbdonly.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 824,514",,,,,,
8544,ceinstitute.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 824,782",,,,,,
8545,celebratevitamins.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 824,793","Womens Clothing, Watches, Jewellery, Shoes,",,,,,
8546,cendre.ca,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 824,863",,,,,,
8547,chaleurlocs.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 825,208",,,,,,
8548,charitybomb.org,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 825,329",,,,,,
8549,charmedboutiquefargo.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 825,382",,,,,,
8550,chastityco.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 825,420",,,,,,
8551,cheapstairparts.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 825,496",,,,,,
8552,chefrangehoods.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 825,553",,,,,,
8553,chefsmenu.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 825,555",,,,,,
8554,chengman.ca,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 825,587",,,,,,
8555,chezkylie.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 825,653",,,,,,
8556,chfashionsltdco.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 825,657",,,,,,
8557,chicannaco.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 825,741",,,,,,
8558,chicmay.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 825,758",,,,,,
8559,child1st.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 825,777",,,,,,
8560,chippogolf.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 825,895",,,,,,
8561,chiseledfitness.shop,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 825,917","Sports & Fitness,",,,,,
8562,chokesports.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 825,963",,,,,,
8563,christydawn.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 826,116",,,,,,
8564,chronopolis.co.uk,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 826,141",,,,,,
8565,chronotoys.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 826,144",,,,,,
8566,chuckwaters.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 826,167",,,,,,
8567,chuice.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 826,170",,,,,,
8568,chynnadolls.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 826,209",,,,,,
8569,cibowares.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 826,222",,,,,,
8570,cicakmaster.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 826,225",,,,,,
8571,cinchwear.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 826,266",,,,,,
8572,cirrushealthcare.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 826,390","Other,",,,,,
